"BALANCE","BALANCE_FREQUENCY","PURCHASES","ONEOFF_PURCHASES","INSTALLMENTS_PURCHASES","CASH_ADVANCE","PURCHASES_FREQUENCY","ONEOFF_PURCHASES_FREQUENCY","PURCHASES_INSTALLMENTS_FREQUENCY","CASH_ADVANCE_FREQUENCY","CASH_ADVANCE_TRX","PURCHASES_TRX","CREDIT_LIMIT","PAYMENTS","MINIMUM_PAYMENTS","PRC_FULL_PAYMENT","TENURE"
-0.73194847204352,-0.2494205455246,-0.42487599716215,-0.356914081201444,-0.349059316859091,-0.46675947615134,-0.806445289054079,-0.678622892777198,-0.707273649243432,-0.675311127842031,-0.476043220613555,-0.5113046831601,-0.960379687461316,-0.528949237947742,-0.310950175971222,-0.525521609873795,0.360659393995692
0.786916887744013,0.134317166670037,-0.469525649414079,-0.356914081201444,-0.454550834245266,2.60545893975662,-1.22168980074928,-0.678622892777198,-0.91694396128638,0.573930656428163,0.110067702038894,-0.591762814625343,0.68860056153515,0.818596391641853,0.0893052194564831,0.23421381115045,0.360659393995692
0.447110151666223,0.518054878864674,-0.107662215120322,0.108882429440943,-0.454550834245266,-0.46675947615134,1.26977228649774,2.67330172076511,-0.91694396128638,-0.675311127842031,-0.476043220613555,-0.109014025833885,0.826015582284855,-0.383783295747785,-0.101657501519394,-0.525521609873795,0.360659393995692
0.0490963964234745,-1.01689596991387,0.232044882301252,0.54615894213487,-0.454550834245266,-0.368632658647027,-1.01406879063272,-0.399296958956876,-0.91694396128638,-0.258898865407679,-0.329515489950443,-0.551533748892721,0.826015582284855,-0.59865481300415,4.87803235441095e-17,-0.525521609873795,0.360659393995692
-0.35875525138393,0.518054878864674,-0.46203723813493,-0.347274876149155,-0.454550834245266,-0.46675947615134,-1.01406879063272,-0.399296958956876,-0.91694396128638,-0.675311127842031,-0.476043220613555,-0.551533748892721,-0.905413679161434,-0.364347447101688,-0.265776404784371,-0.525521609873795,0.360659393995692
0.117871806693614,0.518054878864674,0.154483662477459,-0.356914081201444,1.01976499699833,-0.46675947615134,0.439285754569432,-0.678622892777198,0.550753255121873,-0.675311127842031,-0.476043220613555,-0.269930288764371,-0.740515654261787,-0.115053107632055,0.662081620031596,-0.525521609873795,0.360659393995692
-0.450252062400691,0.518054878864674,2.8492493046211,3.50035238404458,0.306646762592208,-0.46675947615134,1.26977228649774,2.67330172076511,1.59910984744423,-0.675311127842031,-0.476043220613555,1.98289739226243,2.47499583128132,1.59622407795128,-0.285825140371781,2.89329120354812,0.360659393995692
0.124513065535929,0.518054878864674,-0.265372836916263,-0.356914081201444,0.0277908836147909,-0.46675947615134,1.26977228649774,-0.678622892777198,1.59910984744423,-0.675311127842031,-0.476043220613555,-0.109014025833885,-0.603100633512082,-0.364095183572687,-0.142527357596065,-0.525521609873795,0.360659393995692
-0.264011500425147,0.518054878864674,-0.066326184859416,0.0416007781759667,-0.233394613309889,-0.46675947615134,-0.391203268820967,-0.399296958956876,-0.287930509103727,-0.675311127842031,-0.476043220613555,-0.390617485962235,0.68860056153515,-0.360912702365485,-0.236954420208248,-0.525521609873795,0.360659393995692
-0.67846611748594,-1.40063368210851,0.130296094045806,0.415186243486895,-0.454550834245266,-0.46675947615134,-0.806445289054079,-0.119967673211941,-0.91694396128638,-0.675311127842031,-0.476043220613555,-0.471075617427478,1.78792072753279,-0.196324954733471,-0.327773194301163,-0.525521609873795,0.360659393995692
