"Component_1","Component_2","Component_3","Component_4","Component_4.1","Component_6","Component_7","Age","Compressive_Strength"
2.47671170242623,-0.856471824489101,-0.846732596814644,-0.916319250634598,-0.620147062966025,0.862735134857271,-1.21707879671163,-0.279597287383782,2.64412313656343
2.47671170242623,-0.856471824489101,-0.846732596814644,-0.916319250634598,-0.620147062966025,1.0556513691419,-1.21707879671163,-0.279597287383782,1.56066332727952
0.491186696336344,0.795140219747769,-0.846732596814644,2.1744049451023,-1.03863825410223,-0.526261751992041,-2.23982900013111,3.55134047939728,0.266497521935971
0.491186696336344,0.795140219747769,-0.846732596814644,2.1744049451023,-1.03863825410223,-0.526261751992041,-2.23982900013111,5.0552210076791,0.313188055153731
-0.79007498229226,0.678078594156244,-0.846732596814644,0.488555383791262,-1.03863825410223,0.0704924660617375,0.647569440010463,4.97606940092742,0.507731943561063
-0.145138185133426,0.464817810900395,-0.846732596814644,2.1744049451023,-1.03863825410223,-0.526261751992041,-1.29191417744964,0.701882636336985,0.671148809823223
0.945704468814751,0.244602871668813,-0.846732596814644,2.1744049451023,-1.03863825410223,-0.526261751992041,-2.23982900013111,5.0552210076791,0.471816148778172
0.945704468814751,0.244602871668813,-0.846732596814644,2.1744049451023,-1.03863825410223,-0.526261751992041,-2.23982900013111,-0.279597287383782,0.0378336284848914
-0.145138185133426,0.464817810900395,-0.846732596814644,2.1744049451023,-1.03863825410223,-0.526261751992041,-1.29191417744964,-0.279597287383782,0.600514413416868
1.85474001377157,-0.856471824489101,-0.846732596814644,2.1744049451023,-1.03863825410223,-0.526261751992041,-2.23982900013111,-0.279597287383782,0.207835057123914
-0.79007498229226,0.678078594156244,-0.846732596814644,0.488555383791262,-1.03863825410223,0.0704924660617375,0.647569440010463,0.701882636336985,0.1348062743987
-0.79007498229226,0.678078594156244,-0.846732596814644,0.488555383791262,-1.03863825410223,0.0704924660617375,0.647569440010463,-0.279597287383782,-0.466783288214744
